date,0,1,2,3,4,5,6,OT
1990/1/1 0:00,0.7855,1.611,0.861698,0.634196,0.211242,0.006838,0.525486,0.593
1990/1/2 0:00,0.7818,1.61,0.861104,0.633513,0.211242,0.006863,0.523972,0.594
1990/1/3 0:00,0.7867,1.6293,0.86103,0.648508,0.211242,0.006975,0.526316,0.5973
1990/1/4 0:00,0.786,1.637,0.862069,0.650618,0.211242,0.006953,0.523834,0.597
1990/1/5 0:00,0.7849,1.653,0.861995,0.656254,0.211242,0.00694,0.527426,0.5985
1990/1/6 0:00,0.7866,1.6537,0.86103,0.654879,0.211242,0.006887,0.526177,0.604
1990/1/7 0:00,0.7886,1.662,0.862887,0.661157,0.211242,0.006885,0.527565,0.607
1990/1/8 0:00,0.791,1.6568,0.864304,0.659631,0.211242,0.006878,0.527565,0.6084
1990/1/9 0:00,0.7939,1.6695,0.86423,0.66912,0.211242,0.006878,0.528123,0.6115
1990/1/10 0:00,0.7894,1.657,0.858369,0.659413,0.211242,0.006874,0.528123,0.609
1990/1/11 0:00,0.7917,1.6495,0.859107,0.663702,0.211242,0.006873,0.529381,0.612
1990/1/12 0:00,0.7941,1.6445,0.853752,0.658545,0.211242,0.006844,0.529101,0.614
1990/1/13 0:00,0.7935,1.6465,0.848176,0.660284,0.211242,0.006866,0.532765,0.6106
1990/1/14 0:00,0.7954,1.639,0.845309,0.652742,0.211242,0.006829,0.532056,0.6118
1990/1/15 0:00,0.7751,1.649,0.848896,0.66313,0.211242,0.006845,0.53135,0.6052
1990/1/16 0:00,0.7622,1.655,0.843526,0.668226,0.211242,0.006881,0.533049,0.5915
1990/1/17 0:00,0.7583,1.6572,0.839983,0.672043,0.211242,0.006924,0.532623,0.5945
1990/1/18 0:00,0.7605,1.657,0.837591,0.667557,0.211242,0.006976,0.534188,0.5928
1990/1/19 0:00,0.7635,1.678,0.841397,0.672948,0.211242,0.006987,0.535045,0.595
1990/1/20 0:00,0.766,1.6818,0.839913,0.670691,0.211242,0.00694,0.537201,0.597
1990/1/21 0:00,0.7685,1.6794,0.843313,0.664894,0.211242,0.006918,0.536481,0.602
1990/1/22 0:00,0.7702,1.6815,0.842886,0.667468,0.211242,0.006901,0.536193,0.5983
1990/1/23 0:00,0.7735,1.6817,0.841255,0.668003,0.211242,0.006879,0.535475,0.6003
1990/1/24 0:00,0.7655,1.695,0.840407,0.675584,0.211242,0.006878,0.535906,0.5998
1990/1/25 0:00,0.7665,1.702,0.841822,0.677094,0.211242,0.00689,0.538503,0.601
1990/1/26 0:00,0.7575,1.699,0.837872,0.674992,0.211242,0.006874,0.537779,0.5936
1990/1/27 0:00,0.7545,1.687,0.835352,0.668986,0.211242,0.006878,0.536769,0.5915
1990/1/28 0:00,0.7493,1.6925,0.8364,0.668003,0.211242,0.006887,0.536337,0.593
1990/1/29 0:00,0.7521,1.695,0.83167,0.668539,0.211242,0.006935,0.536625,0.5926
1990/1/30 0:00,0.7521,1.6905,0.833403,0.668003,0.211242,0.006925,0.535906,0.5925
1990/1/31 0:00,0.7457,1.696,0.828638,0.670107,0.211242,0.006931,0.536625,0.5815
1990/2/1 0:00,0.75,1.693,0.829187,0.6814473999999999,0.211242,0.006925,0.536193,0.585
1990/2/2 0:00,0.7567,1.6955,0.834028,0.6780502,0.211242,0.006937,0.535045,0.5883
1990/2/3 0:00,0.7595,1.704,0.831947,0.6776712,0.211242,0.006875,0.537634,0.5898
1990/2/4 0:00,0.7586,1.715,0.832432,0.6780502,0.211242,0.006881,0.537346,0.5887
1990/2/5 0:00,0.7646,1.7147,0.83717,0.6776712,0.211242,0.006854,0.536481,0.5897
1990/2/6 0:00,0.7652,1.71,0.835422,0.6806684000000001,0.211242,0.006806,0.535906,0.5902
