date,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,ILITOTAL,NUM. OF PROVIDERS,OT
2002-01-01 00:00:00,1.22262,1.16668,582,805,2060,754,171888.9517082034
2002-01-08 00:00:00,1.33344,1.2165,683,872,2267,785,178761.6350339441
2002-01-15 00:00:00,1.31929,1.13057,642,878,2176,831,184557.23605704014
2002-01-22 00:00:00,1.49484,1.25246,728,1045,2599,863,197942.7289267484
2002-01-29 00:00:00,1.47195,1.30237,823,1189,2907,909,212376.30859142053
2002-02-05 00:00:00,1.58094,1.40551,887,1272,3225,930,218476.74872182086
2002-02-12 00:00:00,1.49426,1.38437,851,1173,3097,923,213320.67376579842
2002-02-19 00:00:00,1.40569,1.32563,802,1166,2967,922,213643.20113860283
2002-02-26 00:00:00,1.6141,1.43475,834,978,2709,918,182615.73437112742
2002-03-05 00:00:00,1.45967,1.25433,857,1117,3049,937,232406.69989459479
2002-03-12 00:00:00,1.59896,1.25757,804,1179,2957,928,225395.05758797028
2002-03-19 00:00:00,2.16697,1.58017,951,1404,3416,908,207737.97728418137
2002-03-26 00:00:00,2.57842,1.98008,915,937,2857,865,143798.65918528425
2002-04-02 00:00:00,2.38636,1.90428,1028,1019,3260,879,166877.72662412794
2002-04-09 00:00:00,1.7362099999999998,1.5901,1068,1296,3729,926,223756.4788989036
2002-04-16 00:00:00,2.06296,1.81559,1154,1798,4204,902,222223.93393104238
2002-04-23 00:00:00,2.58113,2.41801,1373,2998,5696,927,226691.9422572803
2002-04-30 00:00:00,2.93909,2.86635,1411,4064,7079,884,237587.87206368727
2002-05-07 00:00:00,3.22539,3.16662,1606,4447,7782,889,236321.40540228027
2002-05-14 00:00:00,3.06982,3.0155,1568,4224,7649,903,244129.2125781789
2002-05-21 00:00:00,3.20044,2.9978,1694,3689,7228,871,232836.5342728576
2002-05-28 00:00:00,2.44888,2.31957,1336,2583,5606,857,233563.740487805
2002-06-04 00:00:00,2.1344,1.94707,1015,2103,4450,839,221916.198640171
2002-06-11 00:00:00,1.99866,1.72985,880,1669,3810,835,214855.37697388002
2002-06-18 00:00:00,1.93849,1.51837,737,1321,2987,795,193320.58969535845
2002-06-25 00:00:00,1.41293,1.22616,624,1016,2439,775,195325.30000898032
2002-07-02 00:00:00,1.23472,1.05433,506,846,2028,741,189741.62692607084
2002-07-09 00:00:00,1.20005,1.07108,569,799,2082,735,192347.48467281248
2002-07-16 00:00:00,0.910135,0.8261200000000001,440,539,1467,669,176946.41612511224
2002-07-23 00:00:00,0.932265,0.8205049999999999,429,508,1445,682,175861.5535705723
2002-07-30 00:00:00,0.692175,0.630846,275,444,1075,655,170805.25462555364
2002-08-06 00:00:00,0.6694060000000001,0.63935,215,471,1005,613,158910.3336509274
2002-08-13 00:00:00,0.727705,0.586609,248,283,836,547,145946.09459195804
2002-08-20 00:00:00,0.717701,0.7730239999999999,264,262,740,406,102810.77609074503
2002-08-27 00:00:00,0.7893939999999999,0.790743,213,205,641,393,90226.30564316518
2002-09-03 00:00:00,0.722129,0.711847,201,195,563,344,88749.54557392737
2002-09-10 00:00:00,0.591326,0.794637,198,187,620,341,87366.48578768986
2002-09-17 00:00:00,0.52307,0.586604,139,123,423,322,82120.66714822009
2002-09-24 00:00:00,0.4502359999999999,0.6159819999999999,122,124,441,322,81632.58848357145
2002-10-01 00:00:00,0.397421,0.4915069999999999,109,91,318,310,75354.6988275785
2002-10-08 00:00:00,0.448002,0.604341,137,141,441,308,84345.53895957305
2002-10-15 00:00:00,0.474767,0.524478,98,98,365,301,81156.63539229291
2002-10-22 00:00:00,0.453251,0.590692,112,139,420,302,82867.203018285
2002-10-29 00:00:00,0.3521579999999999,0.505135,100,120,361,290,83443.9450513024
2002-11-05 00:00:00,0.5253220000000001,0.634271,136,125,443,295,81041.19987961027
2002-11-12 00:00:00,0.492991,0.610118,120,131,421,283,81387.26862391092
2002-11-19 00:00:00,0.542728,0.641227,159,144,450,277,82372.52187749612
