date,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,ILITOTAL,NUM. OF PROVIDERS,OT
2002-01-01 00:00:00,1.22262,1.16668,582,805,2060,754,167208.90341640683
2002-01-08 00:00:00,1.33344,1.2165,683,872,2267,785,171168.2700678882
2002-01-15 00:00:00,1.31929,1.13057,642,878,2176,831,176645.4721140803
2002-01-22 00:00:00,1.49484,1.25246,728,1045,2599,863,188373.45785349677
2002-01-29 00:00:00,1.47195,1.30237,823,1189,2907,909,201544.61718284106
2002-02-05 00:00:00,1.58094,1.40551,887,1272,3225,930,207499.4974436417
2002-02-12 00:00:00,1.49426,1.38437,851,1173,3097,923,202929.3475315968
2002-02-19 00:00:00,1.40569,1.32563,802,1166,2967,922,203468.40227720563
2002-02-26 00:00:00,1.6141,1.43475,834,978,2709,918,176417.46874225486
2002-03-05 00:00:00,1.45967,1.25433,857,1117,3049,937,221735.39978918957
2002-03-12 00:00:00,1.59896,1.25757,804,1179,2957,928,215654.11517594056
2002-03-19 00:00:00,2.16697,1.58017,951,1404,3416,908,199296.95456836274
2002-03-26 00:00:00,2.57842,1.98008,915,937,2857,865,143310.3183705685
2002-04-02 00:00:00,2.38636,1.90428,1028,1019,3260,879,162562.45324825592
2002-04-09 00:00:00,1.7362099999999998,1.5901,1068,1296,3729,926,212999.95779780718
2002-04-16 00:00:00,2.06296,1.81559,1154,1798,4204,902,212897.86786208482
2002-04-23 00:00:00,2.58113,2.41801,1373,2998,5696,927,217817.88451456057
2002-04-30 00:00:00,2.93909,2.86635,1411,4064,7079,884,228206.74412737452
2002-05-07 00:00:00,3.22539,3.16662,1606,4447,7782,889,226891.81080456052
2002-05-14 00:00:00,3.06982,3.0155,1568,4224,7649,903,234602.42515635787
2002-05-21 00:00:00,3.20044,2.9978,1694,3689,7228,871,224563.06854571516
2002-05-28 00:00:00,2.44888,2.31957,1336,2583,5606,857,225444.48097560997
2002-06-04 00:00:00,2.1344,1.94707,1015,2103,4450,839,215283.39728034203
2002-06-11 00:00:00,1.99866,1.72985,880,1669,3810,835,209460.75394776004
2002-06-18 00:00:00,1.93849,1.51837,737,1321,2987,795,189917.1793907169
2002-06-25 00:00:00,1.41293,1.22616,624,1016,2439,775,191737.60001796062
2002-07-02 00:00:00,1.23472,1.05433,506,846,2028,741,187134.25385214167
2002-07-09 00:00:00,1.20005,1.07108,569,799,2082,735,190311.96934562497
2002-07-16 00:00:00,0.910135,0.8261200000000001,440,539,1467,669,176315.83225022448
2002-07-23 00:00:00,0.932265,0.8205049999999999,429,508,1445,682,175612.1071411446
2002-07-30 00:00:00,0.692175,0.630846,275,444,1075,655,171204.5092511073
2002-08-06 00:00:00,0.6694060000000001,0.63935,215,471,1005,613,160629.6673018548
2002-08-13 00:00:00,0.727705,0.586609,248,283,836,547,149378.18918391605
2002-08-20 00:00:00,0.717701,0.7730239999999999,264,262,740,406,109893.55218149006
2002-08-27 00:00:00,0.7893939999999999,0.790743,213,205,641,393,99389.61128633036
2002-09-03 00:00:00,0.722129,0.711847,201,195,563,344,98409.09114785476
2002-09-10 00:00:00,0.591326,0.794637,198,187,620,341,96709.9715753797
2002-09-17 00:00:00,0.52307,0.586604,139,123,423,322,92131.3342964402
2002-09-24 00:00:00,0.4502359999999999,0.6159819999999999,122,124,441,322,91672.17696714288
2002-10-01 00:00:00,0.397421,0.4915069999999999,109,91,318,310,86010.39765515696
2002-10-08 00:00:00,0.448002,0.604341,137,141,441,308,95719.0779191461
2002-10-15 00:00:00,0.474767,0.524478,98,98,365,301,92720.27078458581
2002-10-22 00:00:00,0.453251,0.590692,112,139,420,302,94631.40603657001
2002-10-29 00:00:00,0.3521579999999999,0.505135,100,120,361,290,95421.89010260481
2002-11-05 00:00:00,0.5253220000000001,0.634271,136,125,443,295,92238.39975922053
2002-11-12 00:00:00,0.492991,0.610118,120,131,421,283,93771.53724782183
2002-11-19 00:00:00,0.542728,0.641227,159,144,450,277,94567.04375499226
2002-11-26 00:00:00,0.490347,0.661429,166,155,463,276,94875.44229450746
2002-12-03 00:00:00,0.7359140000000001,0.7926810000000001,177,182,519,271,90769.71190365282
2002-12-10 00:00:00,0.581771,0.639059,145,184,475,267,97973.62668858416
2002-12-17 00:00:00,0.654162,0.636732,136,183,461,264,95825.44153606519
2002-12-24 00:00:00,0.749504,0.747829,135,221,533,268,94912.55991247097
2002-12-31 00:00:00,0.884021,0.960873,808,881,2442,830,255335.04746588116
2003-01-07 00:00:00,1.02773,1.04325,913,1132,2932,931,265974.9463321122
2003-01-14 00:00:00,1.28296,1.0545,878,1147,3031,974,271332.61017968575
2003-01-21 00:00:00,1.32661,1.11231,1006,1369,3475,1007,292280.9687052651
2003-01-28 00:00:00,1.7730400000000002,1.41274,1207,2080,4690,1074,309390.15283868404
2003-02-04 00:00:00,2.43814,1.7270299999999998,1542,2735,5790,1111,312068.94530343066
2003-02-11 00:00:00,2.72605,2.407,2185,4133,8385,1141,325821.41818089626
2003-02-18 00:00:00,3.73192,3.10962,2561,5684,11141,1129,336108.5548172984
2003-02-25 00:00:00,4.54894,4.30779,3247,4933,11742,1118,262364.96430011163
2003-03-04 00:00:00,5.39906,4.8303,4734,7817,18948,1189,369561.5375639645
2003-03-11 00:00:00,7.38735,6.42905,6620,11550,24962,1173,367884.4204049258
2003-03-18 00:00:00,7.48097,6.86734,6434,9851,23699,1148,327025.3524127102
2003-03-25 00:00:00,7.627969999999999,7.064960000000001,5336,5231,16415,1122,229308.21066243612
2003-04-01 00:00:00,5.14051,4.55115,3391,2894,11332,1139,243139.12094245252
2003-04-08 00:00:00,2.89129,2.41833,1930,2299,7602,1160,295172.387679404
2003-04-15 00:00:00,2.10429,1.80906,1679,1857,5583,1141,288954.87427759543
2003-04-22 00:00:00,1.88696,1.71202,1721,1604,4961,1084,271801.1111710492
2003-04-29 00:00:00,1.7766,1.5425,1487,1543,4436,1071,266889.61454645434
2003-05-06 00:00:00,1.46001,1.43787,1454,1448,4251,1054,274986.34239704686
2003-05-13 00:00:00,1.3778700000000002,1.32427,1420,1297,3824,986,267268.0463705168
2003-05-20 00:00:00,1.30532,1.30726,1301,1255,3691,1004,263841.31588315946
2003-05-27 00:00:00,1.08691,1.03698,956,1038,2916,948,262712.5730409395
2003-06-03 00:00:00,0.991888,1.01032,925,910,2744,894,255525.70729443803
2003-06-10 00:00:00,1.02765,1.05249,878,888,2708,897,243298.9541311354
2003-06-17 00:00:00,1.0579,1.02009,730,826,2487,849,233948.91806674044
2003-06-24 00:00:00,0.849361,0.924419,760,733,2300,859,239605.10083008028
2003-07-01 00:00:00,0.7471270000000001,0.7906449999999999,610,611,1858,828,227475.8358949657
2003-07-08 00:00:00,0.661708,0.80261,583,566,1705,774,206960.9429679168
2003-07-15 00:00:00,0.6795140000000001,0.8361299999999999,545,573,1749,755,206047.5340051126
2003-07-22 00:00:00,0.633071,0.7924359999999999,501,511,1615,679,202166.3155702565
2003-07-29 00:00:00,0.569894,0.683588,470,404,1331,658,194439.64514919824
2003-08-05 00:00:00,0.591357,0.757452,435,491,1394,629,187090.8075876978
2003-08-12 00:00:00,0.589044,0.7885850000000001,449,443,1327,599,174474.70481140417
2003-08-19 00:00:00,0.6786399999999999,0.812171,451,380,1262,553,167778.87813850137
2003-08-26 00:00:00,0.637558,0.804463,375,349,1070,463,150367.06143626422
2003-09-02 00:00:00,0.8133090000000001,0.8777010000000001,391,308,1061,452,141251.10239769798
2003-09-09 00:00:00,0.834551,0.741453,355,309,987,443,152382.59832964872
2003-09-16 00:00:00,0.616174,0.661022,307,240,851,426,150474.9063079078
2003-09-23 00:00:00,0.513286,0.715109,277,284,887,423,145652.55374125182
2003-09-30 00:00:00,0.351881,0.562241,238,183,698,408,147138.47564705834
2003-10-07 00:00:00,0.542621,0.786808,233,205,710,381,115964.07484418491
2003-10-14 00:00:00,0.581036,0.860658,249,280,836,378,121552.3873777294
2003-10-21 00:00:00,0.495486,0.689944,259,200,659,370,120441.65551123262
2003-10-28 00:00:00,0.6120899999999999,0.779691,260,230,719,363,117586.2139052785
2003-11-04 00:00:00,0.5314909999999999,0.6281439999999999,213,235,733,345,141366.76216123922
2003-11-11 00:00:00,0.519987,0.902459,243,256,809,334,115936.16281854358
2003-11-18 00:00:00,0.574476,0.806443,256,256,770,335,121313.98686078907
2003-11-25 00:00:00,0.663175,0.8748879999999999,259,265,799,333,117828.913471287
2003-12-02 00:00:00,0.614691,0.993213,279,358,960,326,123408.22253204326
2003-12-09 00:00:00,0.6568229999999999,0.876141,281,309,913,337,130836.40953159824
2003-12-16 00:00:00,0.723016,0.948092,342,413,1122,341,143619.6619835183
2003-12-23 00:00:00,0.6918569999999999,0.926943,322,416,1089,336,142888.70419552835
2003-12-30 00:00:00,0.782758,0.971643,333,382,1116,364,126258.73129474878
2004-01-06 00:00:00,0.982275,0.897159,877,1256,3171,1176,338587.59728590236
2004-01-13 00:00:00,1.01821,1.0224799999999998,1071,1373,3631,1187,338717.6102334649
2004-01-20 00:00:00,1.1768,1.06296,1240,1534,4019,1267,357016.92378433474
2004-01-27 00:00:00,1.30121,1.14696,1190,1671,4369,1293,357259.67442082195
2004-02-03 00:00:00,1.27746,1.20495,1327,1718,4551,1302,353103.15677246137
2004-02-10 00:00:00,1.4038700000000002,1.3051700000000002,1497,1874,4969,1344,356184.491935714
